# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
exon-XM_012197406.1-1	GENE_exon-XM_012197406.1-1	rna-XM_012197406.1	protein_coding	0	8	2	30	2	0	1	0	0	0	0	17	0	0	0	2	0	0	0	0	1	0	0	0	0	0	7	10
exon-XM_012197407.1-1	GENE_exon-XM_012197407.1-1	rna-XM_012197407.1	protein_coding	0	1	0	32	0	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15
exon-XM_012197408.1-1	GENE_exon-XM_012197408.1-1	rna-XM_012197408.1	protein_coding	0	5	2	36	0	0	4	0	0	0	0	23	0	0	1	2	0	0	0	0	1	0	0	0	0	0	4	9
exon-XM_012197409.1-1	GENE_exon-XM_012197409.1-1	rna-XM_012197409.1	protein_coding	0	0	0	42	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
exon-XM_012197410.1-1	GENE_exon-XM_012197410.1-1	rna-XM_012197410.1	protein_coding	0	9	0	37	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	21
exon-XM_012197411.1-1	GENE_exon-XM_012197411.1-1	rna-XM_012197411.1	protein_coding	0	3	6	38	0	0	1	0	0	0	0	25	0	0	2	6	0	0	0	0	0	0	0	0	0	0	3	10
exon-XM_012197412.1-1	GENE_exon-XM_012197412.1-1	rna-XM_012197412.1	protein_coding	0	2	0	15	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6
exon-XM_012197413.1-1	GENE_exon-XM_012197413.1-1	rna-XM_012197413.1	protein_coding	0	0	0	22	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
exon-XM_012197414.1-1	GENE_exon-XM_012197414.1-1	rna-XM_012197414.1	protein_coding	0	3	1	34	0	0	0	0	0	0	0	26	0	0	2	1	0	0	0	0	0	0	0	0	0	0	3	6
exon-XM_012197415.1-1	GENE_exon-XM_012197415.1-1	rna-XM_012197415.1	protein_coding	1	1	1	44	0	1	5	0	0	0	0	27	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	12
exon-XM_012197416.1-1	GENE_exon-XM_012197416.1-1	rna-XM_012197416.1	protein_coding	0	2	2	52	8	0	5	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	27
exon-XM_012197417.1-1	GENE_exon-XM_012197417.1-1	rna-XM_012197417.1	protein_coding	0	1	0	49	0	0	3	0	0	0	0	26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	19
exon-XM_012197418.1-1	GENE_exon-XM_012197418.1-1	rna-XM_012197418.1	protein_coding	0	2	1	31	0	0	1	0	0	0	0	17	0	0	2	1	0	0	0	0	1	0	0	0	0	0	1	12
exon-XM_012197419.1-1	GENE_exon-XM_012197419.1-1	rna-XM_012197419.1	protein_coding	0	3	3	30	3	0	3	0	0	0	0	15	0	0	2	3	0	0	0	0	0	0	0	0	0	0	3	7
exon-XM_012197420.1-1	GENE_exon-XM_012197420.1-1	rna-XM_012197420.1	protein_coding	0	3	2	45	0	0	0	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	17
exon-XM_012197421.1-1	GENE_exon-XM_012197421.1-1	rna-XM_012197421.1	protein_coding	0	15	6	20	2	0	0	0	0	0	0	10	0	0	2	6	0	0	0	0	2	0	0	0	0	0	14	7
exon-XM_012197422.1-1	GENE_exon-XM_012197422.1-1	rna-XM_012197422.1	protein_coding	0	1	7	33	1	0	3	0	0	0	0	25	0	0	1	7	0	0	0	0	0	0	0	0	0	0	1	3
exon-XM_012197423.1-1	GENE_exon-XM_012197423.1-1	rna-XM_012197423.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
exon-XM_012197424.1-1	GENE_exon-XM_012197424.1-1	rna-XM_012197424.1	protein_coding	0	1	0	8	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	4
exon-XM_012197425.1-1	GENE_exon-XM_012197425.1-1	rna-XM_012197425.1	protein_coding	0	0	2	8	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
exon-XM_012197426.1-1	GENE_exon-XM_012197426.1-1	rna-XM_012197426.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
exon-XM_012197427.1-1	GENE_exon-XM_012197427.1-1	rna-XM_012197427.1	protein_coding	0	0	0	10	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
exon-XM_012197428.1-1	GENE_exon-XM_012197428.1-1	rna-XM_012197428.1	protein_coding	0	2	2	6	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	3
exon-XM_012197429.1-1	GENE_exon-XM_012197429.1-1	rna-XM_012197429.1	protein_coding	0	0	1	7	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_012197430.1-1	GENE_exon-XM_012197430.1-1	rna-XM_012197430.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_012197431.1-1	GENE_exon-XM_012197431.1-1	rna-XM_012197431.1	protein_coding	0	0	1	4	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_012197432.1-1	GENE_exon-XM_012197432.1-1	rna-XM_012197432.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
exon-XM_012197433.1-1	GENE_exon-XM_012197433.1-1	rna-XM_012197433.1	protein_coding	0	1	0	4	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
exon-XM_012197434.1-1	GENE_exon-XM_012197434.1-1	rna-XM_012197434.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_012197435.1-1	GENE_exon-XM_012197435.1-1	rna-XM_012197435.1	protein_coding	0	0	1	6	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
exon-XM_012197436.1-1	GENE_exon-XM_012197436.1-1	rna-XM_012197436.1	protein_coding	2	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	3
exon-XM_012197437.1-1	GENE_exon-XM_012197437.1-1	rna-XM_012197437.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
exon-XM_012197438.1-1	GENE_exon-XM_012197438.1-1	rna-XM_012197438.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
exon-XM_012197439.1-1	GENE_exon-XM_012197439.1-1	rna-XM_012197439.1	protein_coding	0	0	0	29	1	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18
exon-XM_012197440.1-1	GENE_exon-XM_012197440.1-1	rna-XM_012197440.1	protein_coding	0	1	1	47	2	0	1	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	12
exon-XM_012197441.1-1	GENE_exon-XM_012197441.1-1	rna-XM_012197441.1	protein_coding	0	3	5	39	0	0	1	0	0	1	0	25	0	0	5	4	0	0	0	0	0	0	0	0	0	0	3	8
exon-XM_012197442.1-1	GENE_exon-XM_012197442.1-1	rna-XM_012197442.1	protein_coding	0	0	1	25	1	0	1	0	0	0	0	18	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4
exon-XM_012197443.1-1	GENE_exon-XM_012197443.1-1	rna-XM_012197443.1	protein_coding	1	0	0	14	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
exon-XM_012197444.1-1	GENE_exon-XM_012197444.1-1	rna-XM_012197444.1	protein_coding	0	1	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
exon-XM_012197445.1-1	GENE_exon-XM_012197445.1-1	rna-XM_012197445.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
exon-XM_012197446.1-1	GENE_exon-XM_012197446.1-1	rna-XM_012197446.1	protein_coding	0	0	1	7	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3
exon-XM_012197447.1-1	GENE_exon-XM_012197447.1-1	rna-XM_012197447.1	protein_coding	0	1	1	9	0	0	1	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2
exon-XM_012197448.1-1	GENE_exon-XM_012197448.1-1	rna-XM_012197448.1	protein_coding	0	0	0	7	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
exon-XM_012197449.1-1	GENE_exon-XM_012197449.1-1	rna-XM_012197449.1	protein_coding	0	0	1	6	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3
exon-XM_012197450.1-1	GENE_exon-XM_012197450.1-1	rna-XM_012197450.1	protein_coding	0	1	0	5	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3
exon-XM_012197451.1-1	GENE_exon-XM_012197451.1-1	rna-XM_012197451.1	protein_coding	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
exon-XM_012197452.1-1	GENE_exon-XM_012197452.1-1	rna-XM_012197452.1	protein_coding	0	1	0	10	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
exon-XM_012197453.1-1	GENE_exon-XM_012197453.1-1	rna-XM_012197453.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
exon-XM_012197454.1-1	GENE_exon-XM_012197454.1-1	rna-XM_012197454.1	protein_coding	0	0	1	4	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
exon-XM_012197455.1-1	GENE_exon-XM_012197455.1-1	rna-XM_012197455.1	protein_coding	0	1	0	6	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3
exon-XM_012197456.1-1	GENE_exon-XM_012197456.1-1	rna-XM_012197456.1	protein_coding	0	0	0	20	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13
exon-XM_012197457.1-1	GENE_exon-XM_012197457.1-1	rna-XM_012197457.1	protein_coding	0	6	1	11	2	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	4
exon-XM_012197458.1-1	GENE_exon-XM_012197458.1-1	rna-XM_012197458.1	protein_coding	0	0	0	18	2	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
exon-XM_012197459.1-1	GENE_exon-XM_012197459.1-1	rna-XM_012197459.1	protein_coding	0	0	1	20	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13
exon-XM_012197460.1-1	GENE_exon-XM_012197460.1-1	rna-XM_012197460.1	protein_coding	0	0	0	14	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
exon-XM_012197461.1-1	GENE_exon-XM_012197461.1-1	rna-XM_012197461.1	protein_coding	0	0	4	12	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	8
exon-XM_012197462.1-1	GENE_exon-XM_012197462.1-1	rna-XM_012197462.1	protein_coding	0	1	1	15	0	0	1	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	8
exon-XM_012197463.1-1	GENE_exon-XM_012197463.1-1	rna-XM_012197463.1	protein_coding	0	2	4	28	0	0	5	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	9
exon-XM_012197464.1-1	GENE_exon-XM_012197464.1-1	rna-XM_012197464.1	protein_coding	0	0	0	25	0	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9
exon-XM_012197465.1-1	GENE_exon-XM_012197465.1-1	rna-XM_012197465.1	protein_coding	0	0	0	14	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
exon-XM_012197466.1-1	GENE_exon-XM_012197466.1-1	rna-XM_012197466.1	protein_coding	1	0	0	18	1	0	4	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
exon-XM_012197467.1-1	GENE_exon-XM_012197467.1-1	rna-XM_012197467.1	protein_coding	0	4	2	25	3	0	0	0	0	0	0	13	0	0	1	2	0	0	0	0	1	0	0	0	0	0	3	9
exon-XM_012197468.1-1	GENE_exon-XM_012197468.1-1	rna-XM_012197468.1	protein_coding	0	0	1	23	1	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
exon-XM_012197469.1-1	GENE_exon-XM_012197469.1-1	rna-XM_012197469.1	protein_coding	0	0	1	23	1	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
exon-XM_012197470.1-1	GENE_exon-XM_012197470.1-1	rna-XM_012197470.1	protein_coding	0	0	0	13	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
exon-XM_012197471.1-1	GENE_exon-XM_012197471.1-1	rna-XM_012197471.1	protein_coding	0	1	0	14	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6
exon-XM_012197472.1-1	GENE_exon-XM_012197472.1-1	rna-XM_012197472.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10
exon-XM_012197473.1-1	GENE_exon-XM_012197473.1-1	rna-XM_012197473.1	protein_coding	0	0	2	13	0	0	1	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
exon-XM_012197474.1-1	GENE_exon-XM_012197474.1-1	rna-XM_012197474.1	protein_coding	0	0	0	10	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
exon-XM_012197475.1-1	GENE_exon-XM_012197475.1-1	rna-XM_012197475.1	protein_coding	0	1	0	9	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	5
exon-XM_012197476.1-1	GENE_exon-XM_012197476.1-1	rna-XM_012197476.1	protein_coding	0	1	0	10	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
exon-XM_012197477.1-1	GENE_exon-XM_012197477.1-1	rna-XM_012197477.1	protein_coding	0	1	0	10	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
exon-XM_012197478.1-1	GENE_exon-XM_012197478.1-1	rna-XM_012197478.1	protein_coding	0	0	0	25	0	0	1	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
exon-XM_012197479.1-1	GENE_exon-XM_012197479.1-1	rna-XM_012197479.1	protein_coding	0	0	0	25	0	0	1	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5
exon-XM_012197480.1-1	GENE_exon-XM_012197480.1-1	rna-XM_012197480.1	protein_coding	0	4	1	24	1	0	2	0	0	0	0	8	0	0	1	1	0	0	0	0	2	0	0	0	0	0	3	13
exon-XM_012197481.1-1	GENE_exon-XM_012197481.1-1	rna-XM_012197481.1	protein_coding	0	0	1	41	1	0	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19
exon-XM_012197482.1-1	GENE_exon-XM_012197482.1-1	rna-XM_012197482.1	protein_coding	0	1	1	39	0	0	1	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	21
exon-XM_012197483.1-1	GENE_exon-XM_012197483.1-1	rna-XM_012197483.1	protein_coding	0	4	1	31	2	0	0	0	0	0	0	15	0	0	4	1	0	0	0	0	3	0	0	0	0	0	1	13
exon-XM_012197484.1-1	GENE_exon-XM_012197484.1-1	rna-XM_012197484.1	protein_coding	0	5	2	28	0	2	5	0	0	0	0	16	0	0	1	2	0	0	0	0	0	0	0	0	0	0	3	6
exon-XM_012197485.1-1	GENE_exon-XM_012197485.1-1	rna-XM_012197485.1	protein_coding	0	0	1	25	0	0	1	0	0	0	0	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	15
exon-XM_012197486.1-1	GENE_exon-XM_012197486.1-1	rna-XM_012197486.1	protein_coding	0	0	0	23	0	0	2	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
exon-XM_012197487.1-1	GENE_exon-XM_012197487.1-1	rna-XM_012197487.1	protein_coding	0	0	1	24	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11
exon-XM_012197488.1-1	GENE_exon-XM_012197488.1-1	rna-XM_012197488.1	protein_coding	0	4	3	90	0	0	0	0	0	0	0	72	0	0	3	3	0	0	0	0	1	0	0	0	0	0	3	16
exon-XM_012197489.1-1	GENE_exon-XM_012197489.1-1	rna-XM_012197489.1	protein_coding	1	7	10	102	4	0	0	0	0	1	0	73	1	0	0	9	0	0	0	0	0	0	0	0	0	0	7	25
exon-XM_012197490.1-1	GENE_exon-XM_012197490.1-1	rna-XM_012197490.1	protein_coding	0	3	7	119	1	0	2	0	0	0	0	103	0	0	3	7	0	0	0	0	0	0	0	0	0	0	3	10
exon-XM_012197491.1-1	GENE_exon-XM_012197491.1-1	rna-XM_012197491.1	protein_coding	1	4	7	119	1	0	4	0	0	0	0	103	0	0	2	7	0	1	1	0	2	0	0	0	0	0	3	10
exon-XM_012197492.1-1	GENE_exon-XM_012197492.1-1	rna-XM_012197492.1	protein_coding	0	0	0	51	1	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
exon-XM_012197493.1-1	GENE_exon-XM_012197493.1-1	rna-XM_012197493.1	protein_coding	0	14	7	61	1	0	1	0	0	0	0	7	0	0	9	7	0	0	0	0	2	0	0	0	0	0	12	45
exon-XM_012197494.1-1	GENE_exon-XM_012197494.1-1	rna-XM_012197494.1	protein_coding	1	2	0	82	6	0	0	0	0	0	0	37	0	0	8	0	0	0	1	0	2	0	0	0	0	0	1	33
exon-XM_012197495.1-1	GENE_exon-XM_012197495.1-1	rna-XM_012197495.1	protein_coding	0	6	8	73	1	0	0	0	0	0	0	47	0	0	1	8	0	0	0	0	0	0	0	0	0	0	6	24
exon-XM_012197496.1-1	GENE_exon-XM_012197496.1-1	rna-XM_012197496.1	protein_coding	0	1	5	54	0	0	0	0	0	0	0	32	0	0	4	5	0	0	0	0	0	0	0	0	0	0	1	18
exon-XM_012197497.1-1	GENE_exon-XM_012197497.1-1	rna-XM_012197497.1	protein_coding	0	0	1	61	0	0	2	0	0	0	0	7	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	38
exon-XM_012197498.1-1	GENE_exon-XM_012197498.1-1	rna-XM_012197498.1	protein_coding	0	1	1	18	0	0	1	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	10
exon-XM_012197499.1-1	GENE_exon-XM_012197499.1-1	rna-XM_012197499.1	protein_coding	0	1	0	22	2	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6
exon-XM_012197500.1-1	GENE_exon-XM_012197500.1-1	rna-XM_012197500.1	protein_coding	0	1	1	22	1	0	0	0	0	0	0	8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	12
exon-XM_012197501.1-1	GENE_exon-XM_012197501.1-1	rna-XM_012197501.1	protein_coding	0	1	5	29	0	0	0	0	0	0	0	17	0	0	1	5	0	0	0	0	0	0	0	0	0	0	1	11
exon-XM_012197502.1-1	GENE_exon-XM_012197502.1-1	rna-XM_012197502.1	protein_coding	0	11	9	27	0	0	1	0	0	0	0	12	0	0	1	9	0	0	0	0	0	0	0	0	0	0	11	13
exon-XM_012197503.1-1	GENE_exon-XM_012197503.1-1	rna-XM_012197503.1	protein_coding	0	0	0	47	1	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31
exon-XM_012197504.1-1	GENE_exon-XM_012197504.1-1	rna-XM_012197504.1	protein_coding	0	0	0	64	0	0	0	0	0	0	0	37	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	24
exon-XM_012197505.1-1	GENE_exon-XM_012197505.1-1	rna-XM_012197505.1	protein_coding	0	0	1	71	1	0	0	0	0	0	0	32	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	37
exon-XM_012197506.1-1	GENE_exon-XM_012197506.1-1	rna-XM_012197506.1	protein_coding	0	1	2	51	0	0	0	0	0	0	0	21	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	30
exon-XM_012197507.1-1	GENE_exon-XM_012197507.1-1	rna-XM_012197507.1	protein_coding	0	9	5	62	2	0	0	0	0	0	0	28	0	0	1	5	0	0	0	0	1	0	0	0	0	0	8	32
exon-XM_012197508.1-1	GENE_exon-XM_012197508.1-1	rna-XM_012197508.1	protein_coding	1	5	1	57	0	0	1	0	0	0	0	38	0	0	2	1	0	0	1	0	1	0	0	0	0	0	5	17
exon-XM_012197509.1-1	GENE_exon-XM_012197509.1-1	rna-XM_012197509.1	protein_coding	0	6	3	85	2	0	1	0	0	0	0	45	0	0	2	3	0	0	0	0	0	0	0	0	0	0	6	35
exon-XM_012197510.1-1	GENE_exon-XM_012197510.1-1	rna-XM_012197510.1	protein_coding	0	1	0	75	4	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	48
exon-XM_012197511.1-1	GENE_exon-XM_012197511.1-1	rna-XM_012197511.1	protein_coding	0	4	2	60	0	0	0	0	1	0	1	44	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	15
exon-XM_012197512.1-1	GENE_exon-XM_012197512.1-1	rna-XM_012197512.1	protein_coding	0	2	0	78	0	0	1	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	58
exon-XM_012197513.1-1	GENE_exon-XM_012197513.1-1	rna-XM_012197513.1	protein_coding	0	6	5	70	2	0	2	1	0	0	0	42	0	0	3	4	0	0	0	0	2	0	0	0	0	0	5	22
exon-XM_012197514.1-1	GENE_exon-XM_012197514.1-1	rna-XM_012197514.1	protein_coding	0	2	2	81	2	0	0	0	0	0	0	57	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2	22
exon-XM_012197515.1-1	GENE_exon-XM_012197515.1-1	rna-XM_012197515.1	protein_coding	0	5	2	62	1	0	1	0	0	0	0	22	0	0	1	2	0	0	0	0	0	0	0	0	0	0	5	37
exon-XM_012197516.1-1	GENE_exon-XM_012197516.1-1	rna-XM_012197516.1	protein_coding	0	1	3	45	2	0	0	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	20
exon-XM_012197517.1-1	GENE_exon-XM_012197517.1-1	rna-XM_012197517.1	protein_coding	0	2	2	44	3	0	2	0	0	0	0	20	0	0	2	2	0	0	0	0	2	0	0	0	0	0	1	18
exon-XM_012197518.1-1	GENE_exon-XM_012197518.1-1	rna-XM_012197518.1	protein_coding	1	13	5	78	0	0	0	0	0	0	0	52	1	0	8	5	0	0	0	0	3	0	0	0	0	0	10	21
exon-XM_012197519.1-1	GENE_exon-XM_012197519.1-1	rna-XM_012197519.1	protein_coding	2	3	1	111	0	0	0	0	0	0	0	62	2	0	6	2	0	0	0	0	0	0	0	0	0	0	4	43
exon-XM_012197520.1-1	GENE_exon-XM_012197520.1-1	rna-XM_012197520.1	protein_coding	0	8	8	148	0	0	0	0	0	0	0	87	0	0	0	8	0	0	0	0	0	0	0	0	0	0	8	61
exon-XM_012197521.1-1	GENE_exon-XM_012197521.1-1	rna-XM_012197521.1	protein_coding	0	4	15	197	0	0	0	0	0	0	0	125	0	0	10	15	0	0	0	0	1	0	0	0	0	0	3	63
exon-XM_012197522.1-1	GENE_exon-XM_012197522.1-1	rna-XM_012197522.1	protein_coding	2	17	13	213	0	11	63	0	0	0	0	61	2	0	1	14	0	0	0	0	0	0	0	0	0	0	6	88
exon-XM_012197523.1-1	GENE_exon-XM_012197523.1-1	rna-XM_012197523.1	protein_coding	0	7	7	207	0	0	2	0	0	1	0	60	0	0	0	6	0	0	0	0	1	0	0	0	0	0	7	145
exon-XM_012197524.1-1	GENE_exon-XM_012197524.1-1	rna-XM_012197524.1	protein_coding	0	26	11	151	0	0	0	0	0	0	0	15	0	0	7	11	0	0	0	0	1	0	0	0	0	0	25	130
exon-XM_012197525.1-1	GENE_exon-XM_012197525.1-1	rna-XM_012197525.1	protein_coding	1	3	10	159	0	0	0	0	0	0	0	25	1	0	3	10	0	0	0	0	1	0	0	0	0	0	2	132
exon-XM_012197526.1-1	GENE_exon-XM_012197526.1-1	rna-XM_012197526.1	protein_coding	0	1	3	125	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	121
exon-XM_012197527.1-1	GENE_exon-XM_012197527.1-1	rna-XM_012197527.1	protein_coding	0	9	11	196	0	0	0	0	0	1	0	77	0	0	11	10	0	0	0	0	4	0	0	0	0	0	7	110
exon-XM_012197528.1-1	GENE_exon-XM_012197528.1-1	rna-XM_012197528.1	protein_coding	0	0	1	52	0	0	0	0	0	0	0	36	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	15
exon-XM_012197529.1-1	GENE_exon-XM_012197529.1-1	rna-XM_012197529.1	protein_coding	0	0	2	25	0	0	0	0	0	0	0	18	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	6
exon-XM_012197530.1-1	GENE_exon-XM_012197530.1-1	rna-XM_012197530.1	protein_coding	0	1	1	17	2	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	7
exon-XM_012197531.1-1	GENE_exon-XM_012197531.1-1	rna-XM_012197531.1	protein_coding	0	9	8	58	0	1	6	1	1	1	0	15	0	0	2	5	0	0	0	0	0	0	0	0	0	0	8	35
exon-XM_012197532.1-1	GENE_exon-XM_012197532.1-1	rna-XM_012197532.1	protein_coding	0	0	2	24	0	0	0	0	0	0	0	11	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	12
